kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
backprop-rodinia-3.4.sm_75.ptx 98 : 983040 6185184 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 99 : 983040 9076704 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 100 : 983040 6193104 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 101 : 983040 9084096 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 102 : 983040 9093280 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 103 : 983040 34969232 0 61440 61440 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 104 : 983040 9067248 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 105 : 983040 9363600 0 61440 61440 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 108 : 4194304 24090496 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 109 : 4194304 38715104 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 110 : 4194304 27375872 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 111 : 4194304 26879264 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 112 : 4194304 18987744 0 0 0 0 0 0 0 
