kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
histogram.6.sm_75.ptx 124 : 4194304 29276768 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 123 : 4194304 147459616 0 262137 131072 0 0 0 0 
histogram.6.sm_75.ptx 122 : 4194304 40651520 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 121 : 4194304 254551072 0 262137 131072 0 0 0 0 
histogram.6.sm_75.ptx 120 : 4194304 40834688 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 119 : 4194304 40716608 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 118 : 4194304 27982528 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 117 : 4194304 28492992 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 116 : 4194304 147120256 0 262143 131072 0 0 0 0 
histogram.6.sm_75.ptx 115 : 4194304 40643680 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 114 : 4194304 254631552 0 262143 131072 0 0 0 0 
histogram.6.sm_75.ptx 113 : 4194304 40804800 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 112 : 4194304 40574848 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 67 : 279680 1542976 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 66 : 279680 1841728 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 65 : 279680 1839264 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 64 : 279680 1785472 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 63 : 279680 1846272 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 61 : 279680 0 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 60 : 279680 1864288 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 59 : 279680 2940384 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 58 : 279680 1628864 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 57 : 279680 1602368 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 56 : 279680 1539136 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 55 : 279680 1961536 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 54 : 279680 9935872 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 53 : 279680 9618368 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 52 : 279680 9565920 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 51 : 279680 9555072 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 50 : 279680 9619008 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 49 : 279680 9590752 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 48 : 279680 9552672 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 47 : 279680 9433952 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 36 : 279680 1517664 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 202 : 279680 17024928 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 35 : 279680 1852928 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 372 : 279680 2728832 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 201 : 279680 16860640 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 34 : 279680 1645248 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 371 : 279680 2698880 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 200 : 279680 16494752 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 33 : 279680 10006080 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 370 : 279680 2696512 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 198 : 279680 2698944 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 31 : 279680 9938272 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 368 : 279680 17079648 0 17480 8740 0 0 0 0 
